CustomerID,Gender,Age,Age group,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Work Level,No. of Family ,Familysize 
680,Female,89,Senior,"$137,397 ",33,Doctor,1,Entry Level,7,Large size
681,Male,17,Teenager,"$96,154 ",100,Artist,1,Entry Level,4,Mid Size
682,Male,86,Senior,"$172,477 ",69,Entertainment,1,Entry Level,3,small Size
683,Male,42,Adult,"$59,954 ",37,Executive,4,Entry Level,4,Mid Size
684,Female,29,Teenager,"$112,240 ",95,Entertainment,0,Entry Level,4,Mid Size
685,Female,54,Senior,"$145,679 ",35,Artist,0,Entry Level,2,small Size
686,Male,96,Senior,"$136,265 ",49,Artist,12,Senior Level,5,Mid Size
687,Female,58,Senior,"$74,869 ",12,Healthcare,0,Entry Level,3,small Size
688,Female,52,Senior,"$109,425 ",46,Engineer,0,Entry Level,1,small Size
689,Female,3,Teenager,"$126,015 ",57,Healthcare,0,Entry Level,1,small Size
690,Female,13,Teenager,"$156,951 ",66,Healthcare,4,Entry Level,7,Large size
691,Female,3,Teenager,"$127,172 ",68,Healthcare,1,Entry Level,2,small Size
692,Male,89,Senior,"$113,834 ",22,Doctor,0,Entry Level,3,small Size
693,Male,83,Senior,"$132,005 ",2,Entertainment,0,Entry Level,5,Mid Size
694,Female,80,Senior,"$171,323 ",78,Lawyer,10,Senior Level,4,Mid Size
695,Female,74,Senior,"$92,355 ",87,Entertainment,1,Entry Level,4,Mid Size
696,Male,42,Adult,"$60,982 ",3,Healthcare,0,Entry Level,5,Mid Size
697,Female,91,Senior,"$51,742 ",33,Artist,8,Mid Level,3,small Size
698,Female,31,Adult,"$138,612 ",71,Executive,9,Mid Level,2,small Size
699,Male,8,Teenager,"$158,123 ",84,Artist,1,Entry Level,1,small Size
700,Male,64,Senior,"$164,675 ",65,Executive,0,Entry Level,5,Mid Size
701,Female,41,Adult,"$172,882 ",27,Healthcare,8,Mid Level,7,Large size
702,Female,62,Senior,"$70,119 ",93,Artist,0,Entry Level,1,small Size
703,Male,41,Adult,"$113,998 ",26,Healthcare,7,Mid Level,7,Large size
704,Male,22,Teenager,"$114,011 ",40,Other,5,Mid Level,7,Large size
705,Male,5,Teenager,"$57,265 ",89,Entertainment,7,Mid Level,7,Large size
706,Female,38,Adult,"$130,597 ",2,Artist,6,Mid Level,1,small Size
707,Female,88,Senior,"$121,597 ",7,Engineer,0,Entry Level,5,Mid Size
708,Male,56,Senior,"$103,210 ",100,Artist,6,Mid Level,6,Mid Size
709,Male,47,Adult,"$66,308 ",8,Executive,0,Entry Level,4,Mid Size
710,Male,4,Teenager,"$141,336 ",93,Homemaker,2,Entry Level,1,small Size
711,Male,82,Senior,"$153,632 ",76,Entertainment,9,Mid Level,7,Large size
712,Female,31,Adult,"$65,520 ",71,Lawyer,1,Entry Level,2,small Size
713,Female,69,Senior,"$153,217 ",83,Healthcare,1,Entry Level,6,Mid Size
714,Male,62,Senior,"$92,768 ",75,Doctor,1,Entry Level,1,small Size
715,Female,54,Senior,"$132,345 ",10,Artist,0,Entry Level,2,small Size
716,Female,60,Senior,"$186,069 ",49,Marketing,1,Entry Level,2,small Size
717,Female,31,Adult,"$53,802 ",32,Artist,1,Entry Level,7,Large size
718,Female,17,Teenager,"$103,739 ",62,Healthcare,6,Mid Level,4,Mid Size
719,Female,15,Teenager,"$50,550 ",34,Healthcare,9,Mid Level,7,Large size
720,Female,37,Adult,"$145,648 ",21,Healthcare,7,Mid Level,6,Mid Size
721,Male,36,Adult,"$85,737 ",37,Executive,0,Entry Level,3,small Size
722,Female,27,Teenager,"$99,950 ",20,Entertainment,0,Entry Level,4,Mid Size
723,Female,11,Teenager,"$83,220 ",21,Engineer,7,Mid Level,4,Mid Size
724,Male,83,Senior,"$73,410 ",50,Entertainment,8,Mid Level,5,Mid Size
725,Female,71,Senior,"$64,310 ",43,Marketing,2,Entry Level,1,small Size
726,Female,20,Teenager,"$59,844 ",79,Doctor,0,Entry Level,1,small Size
727,Male,3,Teenager,"$67,787 ",1,Executive,1,Entry Level,6,Mid Size
728,Male,52,Senior,"$172,841 ",4,Engineer,0,Entry Level,1,small Size
729,Male,75,Senior,"$145,528 ",61,Healthcare,1,Entry Level,2,small Size
730,Male,36,Adult,"$173,807 ",42,Artist,0,Entry Level,2,small Size
731,Male,60,Senior,"$185,794 ",69,Entertainment,7,Mid Level,1,small Size
732,Male,8,Teenager,"$119,780 ",71,Healthcare,1,Entry Level,3,small Size
733,Female,9,Teenager,"$158,596 ",86,Artist,1,Entry Level,2,small Size
734,Female,41,Adult,"$118,122 ",52,Entertainment,0,Entry Level,6,Mid Size
735,Male,38,Adult,"$99,964 ",11,Healthcare,7,Mid Level,4,Mid Size
736,Female,69,Senior,"$120,752 ",27,Executive,1,Entry Level,6,Mid Size
737,Female,33,Adult,"$189,630 ",53,Executive,5,Mid Level,5,Mid Size
738,Male,64,Senior,"$125,510 ",6,Healthcare,3,Entry Level,3,small Size
739,Male,19,Teenager,"$101,799 ",49,Engineer,1,Entry Level,1,small Size
740,Female,88,Senior,"$92,914 ",74,Artist,0,Entry Level,3,small Size
741,Female,91,Senior,"$162,465 ",59,Engineer,9,Mid Level,3,small Size
742,Male,84,Senior,"$163,818 ",27,Engineer,2,Entry Level,1,small Size
743,Female,43,Adult,"$53,832 ",56,Entertainment,4,Entry Level,1,small Size
744,Female,30,Adult,"$140,190 ",49,Engineer,1,Entry Level,4,Mid Size
745,Male,16,Teenager,"$125,836 ",69,Healthcare,1,Entry Level,4,Mid Size
746,Male,89,Senior,"$100,938 ",27,Entertainment,0,Entry Level,7,Large size
747,Male,5,Teenager,"$168,670 ",37,Artist,1,Entry Level,3,small Size
748,Female,54,Senior,"$176,885 ",10,Entertainment,0,Entry Level,3,small Size
749,Female,41,Adult,"$111,174 ",28,Artist,4,Entry Level,5,Mid Size
750,Male,80,Senior,"$127,335 ",97,Artist,6,Mid Level,6,Mid Size
751,Male,37,Adult,"$149,103 ",3,Healthcare,10,Senior Level,1,small Size
752,Male,87,Senior,"$167,705 ",31,Healthcare,0,Entry Level,7,Large size
753,Female,50,Adult,"$183,548 ",85,Entertainment,1,Entry Level,4,Mid Size
754,Female,14,Teenager,"$50,396 ",46,Lawyer,0,Entry Level,6,Mid Size
755,Female,17,Teenager,"$63,557 ",3,Marketing,1,Entry Level,1,small Size
756,Female,98,Senior,"$87,878 ",55,Artist,1,Entry Level,6,Mid Size
757,Male,3,Teenager,"$55,634 ",53,Engineer,8,Mid Level,3,small Size
758,Female,83,Senior,"$118,110 ",26,Engineer,1,Entry Level,5,Mid Size
759,Male,13,Teenager,"$129,396 ",36,Artist,6,Mid Level,6,Mid Size
760,Female,46,Adult,"$62,628 ",64,Entertainment,8,Mid Level,6,Mid Size
761,Female,25,Teenager,"$51,700 ",17,Healthcare,4,Entry Level,6,Mid Size
762,Female,4,Teenager,"$106,816 ",49,Artist,7,Mid Level,5,Mid Size
763,Male,64,Senior,"$93,000 ",67,Lawyer,0,Entry Level,2,small Size
764,Female,84,Senior,"$144,148 ",71,Doctor,1,Entry Level,4,Mid Size
765,Male,12,Teenager,"$101,388 ",90,Artist,0,Entry Level,2,small Size
766,Female,56,Senior,"$171,560 ",78,Engineer,0,Entry Level,2,small Size
767,Male,58,Senior,"$156,366 ",60,Entertainment,8,Mid Level,1,small Size
768,Female,0,Teenager,"$143,910 ",22,Marketing,1,Entry Level,7,Large size
769,Female,25,Teenager,"$106,569 ",84,Engineer,1,Entry Level,3,small Size
770,Male,28,Teenager,"$173,009 ",25,Healthcare,9,Mid Level,6,Mid Size
771,Male,78,Senior,"$54,252 ",29,Engineer,0,Entry Level,5,Mid Size
772,Male,56,Senior,"$104,600 ",57,Entertainment,6,Mid Level,3,small Size
773,Male,91,Senior,"$50,250 ",54,Artist,0,Entry Level,2,small Size
774,Male,77,Senior,"$93,242 ",84,Entertainment,0,Entry Level,7,Large size
775,Female,83,Senior,"$156,839 ",38,Artist,3,Entry Level,7,Large size
776,Female,64,Senior,"$71,305 ",39,Artist,9,Mid Level,2,small Size
777,Male,19,Teenager,"$85,975 ",73,Entertainment,0,Entry Level,6,Mid Size
778,Male,94,Senior,"$188,107 ",52,Engineer,10,Senior Level,2,small Size
779,Male,19,Teenager,"$82,333 ",35,Marketing,1,Entry Level,2,small Size
780,Male,84,Senior,"$125,016 ",25,Entertainment,1,Entry Level,7,Large size
781,Female,10,Teenager,"$148,908 ",10,Healthcare,2,Entry Level,3,small Size
782,Female,19,Teenager,"$58,217 ",70,Artist,0,Entry Level,1,small Size
783,Male,74,Senior,"$76,521 ",29,Engineer,7,Mid Level,4,Mid Size
784,Female,95,Senior,"$117,763 ",42,Artist,1,Entry Level,2,small Size
785,Female,34,Adult,"$115,184 ",93,Homemaker,1,Entry Level,4,Mid Size
786,Male,30,Adult,"$54,251 ",7,Artist,2,Entry Level,6,Mid Size
787,Female,53,Senior,"$112,530 ",24,Entertainment,2,Entry Level,6,Mid Size
788,Male,67,Senior,"$107,409 ",2,Artist,1,Entry Level,6,Mid Size
789,Female,23,Teenager,"$84,793 ",23,Homemaker,9,Mid Level,6,Mid Size
790,Female,25,Teenager,"$66,952 ",79,Entertainment,1,Entry Level,2,small Size
791,Female,84,Senior,"$153,465 ",11,Lawyer,1,Entry Level,4,Mid Size
792,Female,1,Teenager,"$178,214 ",17,Artist,1,Entry Level,7,Large size
793,Male,70,Senior,"$152,069 ",42,Entertainment,4,Entry Level,4,Mid Size
794,Female,56,Senior,"$132,860 ",17,Healthcare,7,Mid Level,2,small Size
795,Female,0,Teenager,"$147,719 ",86,Lawyer,1,Entry Level,7,Large size
796,Female,91,Senior,"$172,915 ",29,Doctor,9,Mid Level,1,small Size
797,Female,81,Senior,"$148,594 ",29,Entertainment,3,Entry Level,5,Mid Size
798,Male,33,Adult,"$61,986 ",77,Executive,0,Entry Level,1,small Size
799,Male,75,Senior,"$91,456 ",13,Artist,1,Entry Level,4,Mid Size
800,Male,11,Teenager,"$166,247 ",84,Executive,1,Entry Level,2,small Size
801,Female,61,Senior,"$140,516 ",50,Artist,0,Entry Level,3,small Size
802,Male,81,Senior,"$148,208 ",36,Other,5,Mid Level,7,Large size
803,Female,62,Senior,"$133,822 ",78,Marketing,0,Entry Level,4,Mid Size
804,Female,44,Adult,"$175,424 ",32,Artist,4,Entry Level,5,Mid Size
805,Female,67,Senior,"$121,528 ",92,Healthcare,8,Mid Level,4,Mid Size
806,Female,30,Adult,"$189,369 ",69,Healthcare,0,Entry Level,3,small Size
807,Female,92,Senior,"$80,808 ",26,Artist,1,Entry Level,1,small Size
808,Male,25,Teenager,"$57,535 ",84,Entertainment,1,Entry Level,7,Large size
809,Female,61,Senior,"$163,509 ",51,Healthcare,0,Entry Level,4,Mid Size
810,Female,72,Senior,"$75,884 ",57,Executive,0,Entry Level,7,Large size
811,Female,89,Senior,"$157,759 ",52,Artist,1,Entry Level,6,Mid Size
812,Female,37,Adult,"$184,813 ",44,Executive,0,Entry Level,2,small Size
813,Male,59,Senior,"$187,253 ",51,Executive,8,Mid Level,7,Large size
814,Male,41,Adult,"$81,718 ",36,Entertainment,1,Entry Level,3,small Size
815,Male,60,Senior,"$150,019 ",37,Doctor,1,Entry Level,2,small Size
816,Female,81,Senior,"$53,452 ",73,Entertainment,1,Entry Level,6,Mid Size
817,Male,85,Senior,"$150,765 ",42,Homemaker,8,Mid Level,2,small Size
818,Female,91,Senior,"$154,456 ",71,Other,0,Entry Level,7,Large size
819,Female,65,Senior,"$56,647 ",12,Doctor,6,Mid Level,4,Mid Size
820,Female,19,Teenager,"$117,477 ",48,Healthcare,6,Mid Level,7,Large size
821,Female,78,Senior,"$79,677 ",9,Artist,10,Senior Level,7,Large size
822,Female,0,Teenager,"$116,759 ",28,Marketing,7,Mid Level,3,small Size
823,Male,26,Teenager,"$180,702 ",21,Entertainment,6,Mid Level,1,small Size
824,Female,2,Teenager,"$122,698 ",100,Entertainment,8,Mid Level,1,small Size
825,Female,60,Senior,"$169,346 ",55,Healthcare,7,Mid Level,2,small Size
826,Female,67,Senior,"$93,176 ",25,Artist,4,Entry Level,1,small Size
827,Female,4,Teenager,"$75,853 ",40,Homemaker,4,Entry Level,5,Mid Size
828,Male,7,Teenager,"$119,362 ",58,Engineer,8,Mid Level,1,small Size
829,Male,28,Teenager,"$81,545 ",36,Artist,4,Entry Level,7,Large size
830,Male,67,Senior,"$67,372 ",75,Artist,0,Entry Level,7,Large size
831,Female,30,Adult,"$109,703 ",61,Executive,1,Entry Level,1,small Size
832,Male,38,Adult,"$166,697 ",39,Marketing,13,Senior Level,4,Mid Size
833,Female,40,Adult,"$124,982 ",34,Engineer,1,Entry Level,7,Large size
834,Female,6,Teenager,"$146,776 ",83,Lawyer,1,Entry Level,7,Large size
835,Female,3,Teenager,"$147,548 ",45,Executive,4,Entry Level,5,Mid Size
836,Female,51,Senior,"$117,620 ",60,Healthcare,7,Mid Level,6,Mid Size
837,Male,63,Senior,"$85,351 ",57,Healthcare,0,Entry Level,2,small Size
838,Male,65,Senior,"$174,432 ",8,Artist,0,Entry Level,7,Large size
839,Male,44,Adult,"$70,787 ",68,Doctor,1,Entry Level,3,small Size
840,Female,90,Senior,"$75,473 ",63,Healthcare,0,Entry Level,7,Large size
841,Male,76,Senior,"$90,082 ",49,Healthcare,1,Entry Level,6,Mid Size
842,Female,62,Senior,"$185,388 ",54,Healthcare,0,Entry Level,2,small Size
843,Female,5,Teenager,"$168,110 ",69,Doctor,14,Senior Level,6,Mid Size
844,Female,67,Senior,"$184,628 ",38,Artist,12,Senior Level,2,small Size
845,Female,38,Adult,"$176,551 ",45,Healthcare,8,Mid Level,1,small Size
846,Female,31,Adult,"$76,422 ",21,Healthcare,9,Mid Level,7,Large size
847,Male,2,Teenager,"$164,248 ",51,Entertainment,9,Mid Level,3,small Size
848,Female,82,Senior,"$109,188 ",38,Lawyer,5,Mid Level,7,Large size
849,Female,66,Senior,"$132,951 ",26,Healthcare,4,Entry Level,1,small Size
850,Female,75,Senior,"$164,598 ",32,Healthcare,8,Mid Level,1,small Size
851,Male,69,Senior,"$186,655 ",32,Other,7,Mid Level,2,small Size
852,Female,62,Senior,"$111,859 ",86,Healthcare,6,Mid Level,1,small Size
853,Female,0,Teenager,"$121,926 ",41,Lawyer,7,Mid Level,1,small Size
854,Female,11,Teenager,"$143,047 ",42,Executive,1,Entry Level,3,small Size
855,Female,22,Teenager,"$131,748 ",23,Artist,1,Entry Level,3,small Size
856,Male,76,Senior,"$142,801 ",23,Lawyer,0,Entry Level,1,small Size
857,Male,85,Senior,"$142,723 ",46,Engineer,0,Entry Level,6,Mid Size
858,Male,21,Teenager,"$155,151 ",16,Marketing,14,Senior Level,3,small Size
859,Female,64,Senior,"$153,607 ",48,Healthcare,1,Entry Level,4,Mid Size
860,Male,94,Senior,"$144,192 ",34,Healthcare,0,Entry Level,3,small Size
861,Female,83,Senior,"$174,159 ",22,Lawyer,4,Entry Level,4,Mid Size
862,Female,93,Senior,"$73,642 ",50,Marketing,0,Entry Level,3,small Size
863,Female,12,Teenager,"$170,319 ",46,Artist,8,Mid Level,7,Large size
864,Female,0,Teenager,"$141,351 ",10,Engineer,0,Entry Level,2,small Size
865,Female,79,Senior,"$167,411 ",9,Marketing,12,Senior Level,5,Mid Size
866,Male,90,Senior,"$58,289 ",49,Artist,5,Mid Level,6,Mid Size
867,Female,45,Adult,"$79,801 ",77,Doctor,0,Entry Level,2,small Size
868,Female,82,Senior,"$146,118 ",52,Marketing,8,Mid Level,7,Large size
869,Female,57,Senior,"$57,337 ",14,Healthcare,1,Entry Level,4,Mid Size
870,Female,43,Adult,"$113,575 ",6,Entertainment,1,Entry Level,2,small Size
871,Male,63,Senior,"$122,658 ",65,Engineer,6,Mid Level,2,small Size
872,Female,62,Senior,"$151,836 ",13,Artist,0,Entry Level,6,Mid Size
873,Female,43,Adult,"$185,900 ",80,Homemaker,9,Mid Level,4,Mid Size
874,Female,34,Adult,"$94,029 ",98,Healthcare,1,Entry Level,4,Mid Size
875,Female,30,Adult,"$157,290 ",22,Artist,2,Entry Level,2,small Size
876,Male,97,Senior,"$175,996 ",42,Entertainment,10,Senior Level,4,Mid Size
877,Male,68,Senior,"$102,016 ",37,Artist,0,Entry Level,4,Mid Size
878,Male,16,Teenager,"$77,902 ",67,Artist,1,Entry Level,2,small Size
879,Female,15,Teenager,"$81,138 ",86,Healthcare,9,Mid Level,7,Large size
880,Male,25,Teenager,"$128,258 ",48,Executive,0,Entry Level,2,small Size
881,Female,29,Teenager,"$62,475 ",24,Artist,6,Mid Level,4,Mid Size
882,Female,85,Senior,"$82,854 ",75,Artist,6,Mid Level,4,Mid Size
883,Female,30,Adult,"$59,284 ",38,Doctor,7,Mid Level,7,Large size
884,Female,13,Teenager,"$141,580 ",92,Healthcare,0,Entry Level,4,Mid Size
885,Female,88,Senior,"$171,362 ",90,Executive,6,Mid Level,4,Mid Size
886,Male,5,Teenager,"$78,274 ",65,Artist,9,Mid Level,2,small Size
887,Female,95,Senior,"$76,646 ",61,Artist,0,Entry Level,1,small Size
888,Female,92,Senior,"$78,308 ",66,Executive,5,Mid Level,2,small Size
889,Female,63,Senior,"$78,971 ",89,Engineer,1,Entry Level,2,small Size
890,Female,75,Senior,"$65,528 ",73,Marketing,1,Entry Level,5,Mid Size
891,Male,67,Senior,"$94,199 ",71,Artist,5,Mid Level,7,Large size
892,Female,58,Senior,"$135,705 ",48,Engineer,8,Mid Level,7,Large size
893,Male,52,Senior,"$130,573 ",31,Entertainment,8,Mid Level,3,small Size
894,Female,85,Senior,"$152,303 ",68,Artist,1,Entry Level,5,Mid Size
895,Female,31,Adult,"$144,582 ",89,Doctor,1,Entry Level,1,small Size
896,Female,84,Senior,"$93,288 ",60,Artist,10,Senior Level,6,Mid Size
897,Female,93,Senior,"$88,192 ",3,Marketing,10,Senior Level,2,small Size
898,Male,18,Teenager,"$62,362 ",81,Lawyer,7,Mid Level,3,small Size
899,Male,73,Senior,"$74,350 ",39,Lawyer,10,Senior Level,1,small Size
900,Male,3,Teenager,"$144,103 ",42,Healthcare,8,Mid Level,7,Large size
901,Male,1,Teenager,"$75,518 ",17,Lawyer,7,Mid Level,3,small Size
902,Male,53,Senior,"$160,980 ",62,Doctor,4,Entry Level,2,small Size
903,Female,75,Senior,"$102,904 ",28,Artist,7,Mid Level,6,Mid Size
904,Female,15,Teenager,"$174,501 ",37,Other,9,Mid Level,7,Large size
905,Female,47,Adult,"$157,661 ",57,Healthcare,6,Mid Level,6,Mid Size
906,Female,66,Senior,"$118,385 ",8,Healthcare,10,Senior Level,3,small Size
907,Female,17,Teenager,"$116,463 ",100,Artist,8,Mid Level,4,Mid Size
908,Female,1,Teenager,"$161,212 ",14,Artist,9,Mid Level,6,Mid Size
909,Male,16,Teenager,"$172,601 ",50,Marketing,4,Entry Level,6,Mid Size
910,Female,52,Senior,"$167,214 ",94,Homemaker,8,Mid Level,7,Large size
911,Male,21,Teenager,"$69,644 ",19,Artist,5,Mid Level,1,small Size
912,Female,19,Teenager,"$120,215 ",46,Homemaker,7,Mid Level,2,small Size
913,Female,29,Teenager,"$180,401 ",23,Engineer,7,Mid Level,6,Mid Size
914,Female,40,Adult,"$113,739 ",93,Artist,5,Mid Level,7,Large size
915,Male,76,Senior,"$111,717 ",41,Healthcare,1,Entry Level,2,small Size
916,Male,91,Senior,"$62,808 ",20,Engineer,0,Entry Level,4,Mid Size
917,Female,24,Teenager,"$67,582 ",13,Artist,1,Entry Level,3,small Size
918,Male,4,Teenager,"$96,543 ",60,Artist,9,Mid Level,1,small Size
919,Male,90,Senior,"$89,667 ",69,Artist,0,Entry Level,2,small Size
920,Female,56,Senior,"$98,980 ",65,Engineer,0,Entry Level,1,small Size
921,Male,14,Teenager,"$124,998 ",17,Lawyer,1,Entry Level,3,small Size
922,Male,52,Senior,"$189,091 ",12,Artist,0,Entry Level,6,Mid Size
923,Female,14,Teenager,"$153,842 ",3,Artist,1,Entry Level,3,small Size
924,Male,30,Adult,"$106,314 ",16,Artist,0,Entry Level,7,Large size
925,Female,70,Senior,"$62,901 ",60,Artist,8,Mid Level,5,Mid Size
926,Male,14,Teenager,"$149,618 ",78,Healthcare,4,Entry Level,6,Mid Size
927,Female,95,Senior,"$72,068 ",97,Healthcare,0,Entry Level,6,Mid Size
928,Male,25,Teenager,"$81,367 ",87,Other,0,Entry Level,3,small Size
929,Female,95,Senior,"$118,575 ",10,Entertainment,1,Entry Level,3,small Size
930,Female,12,Teenager,"$82,382 ",97,Executive,1,Entry Level,3,small Size
931,Male,82,Senior,"$114,776 ",55,Entertainment,10,Senior Level,3,small Size
932,Female,2,Teenager,"$145,597 ",81,Artist,1,Entry Level,6,Mid Size
933,Male,51,Senior,"$162,072 ",86,Engineer,1,Entry Level,1,small Size
934,Male,63,Senior,"$172,872 ",11,Healthcare,0,Entry Level,7,Large size
935,Female,30,Adult,"$182,162 ",6,Artist,1,Entry Level,3,small Size
936,Female,68,Senior,"$71,467 ",81,Artist,5,Mid Level,7,Large size
937,Female,21,Teenager,"$85,568 ",1,Healthcare,0,Entry Level,6,Mid Size
938,Female,99,Senior,"$56,851 ",72,Entertainment,6,Mid Level,3,small Size
939,Female,0,Teenager,"$116,782 ",73,Artist,9,Mid Level,5,Mid Size
940,Female,80,Senior,"$67,781 ",1,Entertainment,4,Entry Level,4,Mid Size
941,Female,51,Senior,"$70,152 ",29,Healthcare,0,Entry Level,2,small Size
942,Male,18,Teenager,"$185,861 ",82,Artist,3,Entry Level,6,Mid Size
943,Male,43,Adult,"$162,595 ",17,Artist,3,Entry Level,3,small Size
944,Female,29,Teenager,"$80,098 ",54,Lawyer,10,Senior Level,6,Mid Size
945,Female,20,Teenager,"$184,801 ",8,Lawyer,1,Entry Level,1,small Size
946,Female,39,Adult,"$58,908 ",37,Artist,6,Mid Level,6,Mid Size
947,Female,9,Teenager,"$146,011 ",69,Marketing,9,Mid Level,5,Mid Size
948,Female,45,Adult,"$135,174 ",39,Artist,9,Mid Level,4,Mid Size
949,Female,65,Senior,"$114,244 ",64,Artist,0,Entry Level,1,small Size
950,Female,64,Senior,"$157,207 ",52,Healthcare,0,Entry Level,4,Mid Size
951,Female,81,Senior,"$128,834 ",23,Entertainment,5,Mid Level,4,Mid Size
952,Male,54,Senior,"$51,166 ",24,Entertainment,0,Entry Level,7,Large size
953,Female,32,Adult,"$130,118 ",36,Artist,0,Entry Level,4,Mid Size
954,Male,29,Teenager,"$87,014 ",71,Doctor,11,Senior Level,4,Mid Size
955,Female,25,Teenager,"$111,379 ",93,Artist,0,Entry Level,2,small Size
956,Male,5,Teenager,"$83,704 ",82,Entertainment,1,Entry Level,1,small Size
957,Female,55,Senior,"$90,558 ",49,Healthcare,8,Mid Level,2,small Size
958,Male,12,Teenager,"$187,343 ",14,Healthcare,6,Mid Level,3,small Size
959,Female,81,Senior,"$111,174 ",48,Entertainment,9,Mid Level,6,Mid Size
960,Male,87,Senior,"$64,461 ",63,Engineer,4,Entry Level,4,Mid Size
961,Male,12,Teenager,"$109,618 ",97,Artist,7,Mid Level,3,small Size
962,Male,91,Senior,"$189,357 ",4,Lawyer,7,Mid Level,1,small Size
963,Female,63,Senior,"$120,955 ",79,Artist,6,Mid Level,1,small Size
964,Female,97,Senior,"$168,898 ",54,Homemaker,8,Mid Level,7,Large size
965,Male,89,Senior,"$130,431 ",52,Healthcare,6,Mid Level,3,small Size
966,Male,59,Senior,"$161,091 ",56,Engineer,9,Mid Level,1,small Size
967,Female,26,Teenager,"$69,988 ",2,Homemaker,5,Mid Level,4,Mid Size
968,Female,5,Teenager,"$169,702 ",98,Doctor,5,Mid Level,1,small Size
969,Male,32,Adult,"$186,897 ",49,Healthcare,1,Entry Level,7,Large size
970,Female,98,Senior,"$109,061 ",41,Engineer,6,Mid Level,1,small Size
971,Male,31,Adult,"$188,620 ",30,Artist,3,Entry Level,6,Mid Size
972,Female,59,Senior,"$108,675 ",57,Artist,4,Entry Level,5,Mid Size
973,Female,80,Senior,"$177,601 ",34,Entertainment,0,Entry Level,2,small Size
974,Female,12,Teenager,"$87,365 ",3,Marketing,1,Entry Level,2,small Size
975,Male,80,Senior,"$95,929 ",23,Engineer,0,Entry Level,2,small Size
976,Male,59,Senior,"$97,185 ",87,Entertainment,0,Entry Level,5,Mid Size
977,Female,56,Senior,"$103,838 ",17,Artist,1,Entry Level,2,small Size
978,Male,18,Teenager,"$129,260 ",11,Doctor,1,Entry Level,3,small Size
979,Female,66,Senior,"$151,184 ",19,Artist,1,Entry Level,4,Mid Size
980,Female,67,Senior,"$177,512 ",62,Engineer,2,Entry Level,3,small Size
981,Male,39,Adult,"$140,099 ",51,Lawyer,0,Entry Level,7,Large size
982,Male,23,Teenager,"$67,535 ",97,Healthcare,7,Mid Level,6,Mid Size
983,Male,47,Adult,"$133,236 ",61,Executive,1,Entry Level,6,Mid Size
984,Female,41,Adult,"$87,975 ",5,Homemaker,9,Mid Level,7,Large size
985,Female,40,Adult,"$164,350 ",23,Healthcare,0,Entry Level,5,Mid Size
986,Male,36,Adult,"$55,109 ",53,Artist,8,Mid Level,3,small Size
987,Female,12,Teenager,"$67,613 ",40,Entertainment,1,Entry Level,2,small Size
988,Female,60,Senior,"$185,306 ",47,Entertainment,0,Entry Level,2,small Size
989,Female,24,Teenager,"$154,787 ",84,Executive,3,Entry Level,5,Mid Size
990,Female,17,Teenager,"$109,759 ",96,Artist,9,Mid Level,3,small Size
991,Female,92,Senior,"$114,571 ",51,Executive,1,Entry Level,3,small Size
992,Male,32,Adult,"$130,697 ",93,Artist,1,Entry Level,2,small Size
993,Male,39,Adult,"$115,916 ",24,Doctor,13,Senior Level,6,Mid Size
994,Female,50,Adult,"$69,814 ",53,Artist,9,Mid Level,2,small Size
995,Female,85,Senior,"$118,161 ",74,Engineer,0,Entry Level,4,Mid Size
996,Male,65,Senior,"$56,583 ",65,Healthcare,2,Entry Level,3,small Size
997,Female,17,Teenager,"$185,843 ",36,Artist,4,Entry Level,3,small Size
998,Female,31,Adult,"$171,825 ",22,Entertainment,10,Senior Level,4,Mid Size
999,Male,24,Teenager,"$77,976 ",95,Artist,11,Senior Level,3,small Size
1000,Male,97,Senior,"$66,312 ",75,Entertainment,0,Entry Level,1,small Size
1001,Female,92,Senior,"$81,839 ",11,Entertainment,0,Entry Level,4,Mid Size
1002,Female,80,Senior,"$55,712 ",5,Artist,5,Mid Level,6,Mid Size
1003,Male,33,Adult,"$158,335 ",45,Healthcare,2,Entry Level,5,Mid Size
1004,Male,8,Teenager,"$74,253 ",45,Lawyer,1,Entry Level,6,Mid Size
1005,Male,67,Senior,"$119,625 ",3,Healthcare,4,Entry Level,4,Mid Size
1006,Female,8,Teenager,"$129,743 ",6,Artist,0,Entry Level,2,small Size
1007,Female,61,Senior,"$101,007 ",60,Lawyer,0,Entry Level,6,Mid Size
1008,Male,83,Senior,"$87,529 ",49,Artist,9,Mid Level,7,Large size
1009,Male,8,Teenager,"$151,648 ",98,Healthcare,8,Mid Level,6,Mid Size
1010,Male,69,Senior,"$61,637 ",67,Other,0,Entry Level,5,Mid Size
1011,Male,14,Teenager,"$164,659 ",59,Entertainment,1,Entry Level,6,Mid Size
1012,Female,80,Senior,"$125,623 ",62,Executive,0,Entry Level,4,Mid Size
1013,Female,85,Senior,"$104,054 ",22,Artist,8,Mid Level,4,Mid Size
1014,Male,88,Senior,"$83,535 ",56,Artist,1,Entry Level,5,Mid Size
1015,Female,76,Senior,"$166,245 ",13,Executive,7,Mid Level,3,small Size
1016,Female,32,Adult,"$100,890 ",60,Entertainment,4,Entry Level,4,Mid Size
1017,Female,99,Senior,"$55,972 ",83,Entertainment,1,Entry Level,7,Large size
